part_number,part_type,description,rated_voltage_v,min_temp_c,max_temp_c,lifecycle
R210-G071-D61A,power_relay_g071-d61a,Vibration-rated power relay G071-D61A,24,-40,85,active
C300-G071-D61A,connector_g071-d61a,Five-volt keyed connector G071-D61A,5,-20,70,active
X100-G072-AA25,sensor_interface_g072-aa25,Field sensor interface G072-AA25,24,-20,80,active
X110-G072-AA25,sensor_interface_g072-aa25,Coated sensor interface G072-AA25,24,-30,85,active
X120-G072-AA25,sensor_interface_g072-aa25,Low-voltage sensor interface G072-AA25,12,-20,70,active
X130-G072-AA25,sensor_interface_g072-aa25,Indoor sensor interface G072-AA25,24,0,60,active
X140-G072-AA25,sensor_interface_g072-aa25,Extended-temperature interface G072-AA25,24,-40,105,active
X150-G072-AA25,sensor_interface_g072-aa25,High-voltage sensor interface G072-AA25,48,-20,80,active
X160-G072-AA25,sensor_interface_g072-aa25,Legacy sealed sensor interface G072-AA25,24,-20,75,discontinued
X170-G072-AA25,sensor_interface_g072-aa25,Logic-level sensor interface G072-AA25,5,-10,50,active
X180-G072-AA25,sensor_interface_g072-aa25,Standard sensor interface G072-AA25,24,-20,80,active
R200-G072-AA25,power_relay_g072-aa25,Standard power relay G072-AA25,24,-20,70,active
R210-G072-AA25,power_relay_g072-aa25,Vibration-rated power relay G072-AA25,24,-40,85,active
C300-G072-AA25,connector_g072-aa25,Five-volt keyed connector G072-AA25,5,-20,70,active
X100-G073-B50C,sensor_interface_g073-b50c,Field sensor interface G073-B50C,24,-20,80,active
X110-G073-B50C,sensor_interface_g073-b50c,Coated sensor interface G073-B50C,24,-30,85,active
X120-G073-B50C,sensor_interface_g073-b50c,Low-voltage sensor interface G073-B50C,12,-20,70,active
X130-G073-B50C,sensor_interface_g073-b50c,Indoor sensor interface G073-B50C,24,0,60,active
X140-G073-B50C,sensor_interface_g073-b50c,Extended-temperature interface G073-B50C,24,-40,105,active
X150-G073-B50C,sensor_interface_g073-b50c,High-voltage sensor interface G073-B50C,48,-20,80,active
X160-G073-B50C,sensor_interface_g073-b50c,Legacy sealed sensor interface G073-B50C,24,-20,75,discontinued
X170-G073-B50C,sensor_interface_g073-b50c,Logic-level sensor interface G073-B50C,5,-10,50,active
X180-G073-B50C,sensor_interface_g073-b50c,Standard sensor interface G073-B50C,24,-20,80,active
R200-G073-B50C,power_relay_g073-b50c,Standard power relay G073-B50C,24,-20,70,active
R210-G073-B50C,power_relay_g073-b50c,Vibration-rated power relay G073-B50C,24,-40,85,active
C300-G073-B50C,connector_g073-b50c,Five-volt keyed connector G073-B50C,5,-20,70,active
X100-G074-A4E4,sensor_interface_g074-a4e4,Field sensor interface G074-A4E4,24,-20,80,active
X110-G074-A4E4,sensor_interface_g074-a4e4,Coated sensor interface G074-A4E4,24,-30,85,active
X120-G074-A4E4,sensor_interface_g074-a4e4,Low-voltage sensor interface G074-A4E4,12,-20,70,active
X130-G074-A4E4,sensor_interface_g074-a4e4,Indoor sensor interface G074-A4E4,24,0,60,active
X140-G074-A4E4,sensor_interface_g074-a4e4,Extended-temperature interface G074-A4E4,24,-40,105,active
X150-G074-A4E4,sensor_interface_g074-a4e4,High-voltage sensor interface G074-A4E4,48,-20,80,active
X160-G074-A4E4,sensor_interface_g074-a4e4,Legacy sealed sensor interface G074-A4E4,24,-20,75,discontinued
X170-G074-A4E4,sensor_interface_g074-a4e4,Logic-level sensor interface G074-A4E4,5,-10,50,active
X180-G074-A4E4,sensor_interface_g074-a4e4,Standard sensor interface G074-A4E4,24,-20,80,active
R200-G074-A4E4,power_relay_g074-a4e4,Standard power relay G074-A4E4,24,-20,70,active
R210-G074-A4E4,power_relay_g074-a4e4,Vibration-rated power relay G074-A4E4,24,-40,85,active
C300-G074-A4E4,connector_g074-a4e4,Five-volt keyed connector G074-A4E4,5,-20,70,active
X100-G075-86F8,sensor_interface_g075-86f8,Field sensor interface G075-86F8,24,-20,80,active
X110-G075-86F8,sensor_interface_g075-86f8,Coated sensor interface G075-86F8,24,-30,85,active
X120-G075-86F8,sensor_interface_g075-86f8,Low-voltage sensor interface G075-86F8,12,-20,70,active
X130-G075-86F8,sensor_interface_g075-86f8,Indoor sensor interface G075-86F8,24,0,60,active
X140-G075-86F8,sensor_interface_g075-86f8,Extended-temperature interface G075-86F8,24,-40,105,active
X150-G075-86F8,sensor_interface_g075-86f8,High-voltage sensor interface G075-86F8,48,-20,80,active
X160-G075-86F8,sensor_interface_g075-86f8,Legacy sealed sensor interface G075-86F8,24,-20,75,discontinued
X170-G075-86F8,sensor_interface_g075-86f8,Logic-level sensor interface G075-86F8,5,-10,50,active
X180-G075-86F8,sensor_interface_g075-86f8,Standard sensor interface G075-86F8,24,-20,80,active
R200-G075-86F8,power_relay_g075-86f8,Standard power relay G075-86F8,24,-20,70,active
R210-G075-86F8,power_relay_g075-86f8,Vibration-rated power relay G075-86F8,24,-40,85,active
C300-G075-86F8,connector_g075-86f8,Five-volt keyed connector G075-86F8,5,-20,70,active
X100-G076-B4BE,sensor_interface_g076-b4be,Field sensor interface G076-B4BE,24,-20,80,active
X110-G076-B4BE,sensor_interface_g076-b4be,Coated sensor interface G076-B4BE,24,-30,85,active
X120-G076-B4BE,sensor_interface_g076-b4be,Low-voltage sensor interface G076-B4BE,12,-20,70,active
X130-G076-B4BE,sensor_interface_g076-b4be,Indoor sensor interface G076-B4BE,24,0,60,active
X140-G076-B4BE,sensor_interface_g076-b4be,Extended-temperature interface G076-B4BE,24,-40,105,active
X150-G076-B4BE,sensor_interface_g076-b4be,High-voltage sensor interface G076-B4BE,48,-20,80,active
X160-G076-B4BE,sensor_interface_g076-b4be,Legacy sealed sensor interface G076-B4BE,24,-20,75,discontinued
X170-G076-B4BE,sensor_interface_g076-b4be,Logic-level sensor interface G076-B4BE,5,-10,50,active
X180-G076-B4BE,sensor_interface_g076-b4be,Standard sensor interface G076-B4BE,24,-20,80,active
R200-G076-B4BE,power_relay_g076-b4be,Standard power relay G076-B4BE,24,-20,70,active
R210-G076-B4BE,power_relay_g076-b4be,Vibration-rated power relay G076-B4BE,24,-40,85,active
C300-G076-B4BE,connector_g076-b4be,Five-volt keyed connector G076-B4BE,5,-20,70,active
X100-G077-4189,sensor_interface_g077-4189,Field sensor interface G077-4189,24,-20,80,active
X110-G077-4189,sensor_interface_g077-4189,Coated sensor interface G077-4189,24,-30,85,active
X120-G077-4189,sensor_interface_g077-4189,Low-voltage sensor interface G077-4189,12,-20,70,active
X130-G077-4189,sensor_interface_g077-4189,Indoor sensor interface G077-4189,24,0,60,active
X140-G077-4189,sensor_interface_g077-4189,Extended-temperature interface G077-4189,24,-40,105,active
X150-G077-4189,sensor_interface_g077-4189,High-voltage sensor interface G077-4189,48,-20,80,active
X160-G077-4189,sensor_interface_g077-4189,Legacy sealed sensor interface G077-4189,24,-20,75,discontinued
X170-G077-4189,sensor_interface_g077-4189,Logic-level sensor interface G077-4189,5,-10,50,active
X180-G077-4189,sensor_interface_g077-4189,Standard sensor interface G077-4189,24,-20,80,active
R200-G077-4189,power_relay_g077-4189,Standard power relay G077-4189,24,-20,70,active
R210-G077-4189,power_relay_g077-4189,Vibration-rated power relay G077-4189,24,-40,85,active
C300-G077-4189,connector_g077-4189,Five-volt keyed connector G077-4189,5,-20,70,active
X100-G078-16D6,sensor_interface_g078-16d6,Field sensor interface G078-16D6,24,-20,80,active
X110-G078-16D6,sensor_interface_g078-16d6,Coated sensor interface G078-16D6,24,-30,85,active
X120-G078-16D6,sensor_interface_g078-16d6,Low-voltage sensor interface G078-16D6,12,-20,70,active
X130-G078-16D6,sensor_interface_g078-16d6,Indoor sensor interface G078-16D6,24,0,60,active
X140-G078-16D6,sensor_interface_g078-16d6,Extended-temperature interface G078-16D6,24,-40,105,active
X150-G078-16D6,sensor_interface_g078-16d6,High-voltage sensor interface G078-16D6,48,-20,80,active
X160-G078-16D6,sensor_interface_g078-16d6,Legacy sealed sensor interface G078-16D6,24,-20,75,discontinued
X170-G078-16D6,sensor_interface_g078-16d6,Logic-level sensor interface G078-16D6,5,-10,50,active
X180-G078-16D6,sensor_interface_g078-16d6,Standard sensor interface G078-16D6,24,-20,80,active
R200-G078-16D6,power_relay_g078-16d6,Standard power relay G078-16D6,24,-20,70,active
R210-G078-16D6,power_relay_g078-16d6,Vibration-rated power relay G078-16D6,24,-40,85,active
C300-G078-16D6,connector_g078-16d6,Five-volt keyed connector G078-16D6,5,-20,70,active
X100-G079-4C58,sensor_interface_g079-4c58,Field sensor interface G079-4C58,24,-20,80,active
X110-G079-4C58,sensor_interface_g079-4c58,Coated sensor interface G079-4C58,24,-30,85,active
X120-G079-4C58,sensor_interface_g079-4c58,Low-voltage sensor interface G079-4C58,12,-20,70,active
X130-G079-4C58,sensor_interface_g079-4c58,Indoor sensor interface G079-4C58,24,0,60,active
X140-G079-4C58,sensor_interface_g079-4c58,Extended-temperature interface G079-4C58,24,-40,105,active
X150-G079-4C58,sensor_interface_g079-4c58,High-voltage sensor interface G079-4C58,48,-20,80,active
X160-G079-4C58,sensor_interface_g079-4c58,Legacy sealed sensor interface G079-4C58,24,-20,75,discontinued
X170-G079-4C58,sensor_interface_g079-4c58,Logic-level sensor interface G079-4C58,5,-10,50,active
X180-G079-4C58,sensor_interface_g079-4c58,Standard sensor interface G079-4C58,24,-20,80,active
R200-G079-4C58,power_relay_g079-4c58,Standard power relay G079-4C58,24,-20,70,active
R210-G079-4C58,power_relay_g079-4c58,Vibration-rated power relay G079-4C58,24,-40,85,active
C300-G079-4C58,connector_g079-4c58,Five-volt keyed connector G079-4C58,5,-20,70,active
X100-G080-C61D,sensor_interface_g080-c61d,Field sensor interface G080-C61D,24,-20,80,active
X110-G080-C61D,sensor_interface_g080-c61d,Coated sensor interface G080-C61D,24,-30,85,active
X120-G080-C61D,sensor_interface_g080-c61d,Low-voltage sensor interface G080-C61D,12,-20,70,active
X130-G080-C61D,sensor_interface_g080-c61d,Indoor sensor interface G080-C61D,24,0,60,active
X140-G080-C61D,sensor_interface_g080-c61d,Extended-temperature interface G080-C61D,24,-40,105,active
X150-G080-C61D,sensor_interface_g080-c61d,High-voltage sensor interface G080-C61D,48,-20,80,active
X160-G080-C61D,sensor_interface_g080-c61d,Legacy sealed sensor interface G080-C61D,24,-20,75,discontinued
X170-G080-C61D,sensor_interface_g080-c61d,Logic-level sensor interface G080-C61D,5,-10,50,active
X180-G080-C61D,sensor_interface_g080-c61d,Standard sensor interface G080-C61D,24,-20,80,active
R200-G080-C61D,power_relay_g080-c61d,Standard power relay G080-C61D,24,-20,70,active
R210-G080-C61D,power_relay_g080-c61d,Vibration-rated power relay G080-C61D,24,-40,85,active
C300-G080-C61D,connector_g080-c61d,Five-volt keyed connector G080-C61D,5,-20,70,active
X100-G081-0DAF,sensor_interface_g081-0daf,Field sensor interface G081-0DAF,24,-20,80,active
X110-G081-0DAF,sensor_interface_g081-0daf,Coated sensor interface G081-0DAF,24,-30,85,active
X120-G081-0DAF,sensor_interface_g081-0daf,Low-voltage sensor interface G081-0DAF,12,-20,70,active
X130-G081-0DAF,sensor_interface_g081-0daf,Indoor sensor interface G081-0DAF,24,0,60,active
X140-G081-0DAF,sensor_interface_g081-0daf,Extended-temperature interface G081-0DAF,24,-40,105,active
X150-G081-0DAF,sensor_interface_g081-0daf,High-voltage sensor interface G081-0DAF,48,-20,80,active
X160-G081-0DAF,sensor_interface_g081-0daf,Legacy sealed sensor interface G081-0DAF,24,-20,75,discontinued
X170-G081-0DAF,sensor_interface_g081-0daf,Logic-level sensor interface G081-0DAF,5,-10,50,active
X180-G081-0DAF,sensor_interface_g081-0daf,Standard sensor interface G081-0DAF,24,-20,80,active
R200-G081-0DAF,power_relay_g081-0daf,Standard power relay G081-0DAF,24,-20,70,active
R210-G081-0DAF,power_relay_g081-0daf,Vibration-rated power relay G081-0DAF,24,-40,85,active
C300-G081-0DAF,connector_g081-0daf,Five-volt keyed connector G081-0DAF,5,-20,70,active
X100-G082-515E,sensor_interface_g082-515e,Field sensor interface G082-515E,24,-20,80,active
X110-G082-515E,sensor_interface_g082-515e,Coated sensor interface G082-515E,24,-30,85,active
X120-G082-515E,sensor_interface_g082-515e,Low-voltage sensor interface G082-515E,12,-20,70,active
X130-G082-515E,sensor_interface_g082-515e,Indoor sensor interface G082-515E,24,0,60,active
X140-G082-515E,sensor_interface_g082-515e,Extended-temperature interface G082-515E,24,-40,105,active
X150-G082-515E,sensor_interface_g082-515e,High-voltage sensor interface G082-515E,48,-20,80,active
X160-G082-515E,sensor_interface_g082-515e,Legacy sealed sensor interface G082-515E,24,-20,75,discontinued
X170-G082-515E,sensor_interface_g082-515e,Logic-level sensor interface G082-515E,5,-10,50,active
X180-G082-515E,sensor_interface_g082-515e,Standard sensor interface G082-515E,24,-20,80,active
R200-G082-515E,power_relay_g082-515e,Standard power relay G082-515E,24,-20,70,active
R210-G082-515E,power_relay_g082-515e,Vibration-rated power relay G082-515E,24,-40,85,active
C300-G082-515E,connector_g082-515e,Five-volt keyed connector G082-515E,5,-20,70,active
X100-G083-29F3,sensor_interface_g083-29f3,Field sensor interface G083-29F3,24,-20,80,active
X110-G083-29F3,sensor_interface_g083-29f3,Coated sensor interface G083-29F3,24,-30,85,active
X120-G083-29F3,sensor_interface_g083-29f3,Low-voltage sensor interface G083-29F3,12,-20,70,active
X130-G083-29F3,sensor_interface_g083-29f3,Indoor sensor interface G083-29F3,24,0,60,active
X140-G083-29F3,sensor_interface_g083-29f3,Extended-temperature interface G083-29F3,24,-40,105,active
X150-G083-29F3,sensor_interface_g083-29f3,High-voltage sensor interface G083-29F3,48,-20,80,active
X160-G083-29F3,sensor_interface_g083-29f3,Legacy sealed sensor interface G083-29F3,24,-20,75,discontinued
X170-G083-29F3,sensor_interface_g083-29f3,Logic-level sensor interface G083-29F3,5,-10,50,active
X180-G083-29F3,sensor_interface_g083-29f3,Standard sensor interface G083-29F3,24,-20,80,active
R200-G083-29F3,power_relay_g083-29f3,Standard power relay G083-29F3,24,-20,70,active
R210-G083-29F3,power_relay_g083-29f3,Vibration-rated power relay G083-29F3,24,-40,85,active
C300-G083-29F3,connector_g083-29f3,Five-volt keyed connector G083-29F3,5,-20,70,active
X100-G084-63DB,sensor_interface_g084-63db,Field sensor interface G084-63DB,24,-20,80,active
X110-G084-63DB,sensor_interface_g084-63db,Coated sensor interface G084-63DB,24,-30,85,active
X120-G084-63DB,sensor_interface_g084-63db,Low-voltage sensor interface G084-63DB,12,-20,70,active
X130-G084-63DB,sensor_interface_g084-63db,Indoor sensor interface G084-63DB,24,0,60,active
X140-G084-63DB,sensor_interface_g084-63db,Extended-temperature interface G084-63DB,24,-40,105,active
X150-G084-63DB,sensor_interface_g084-63db,High-voltage sensor interface G084-63DB,48,-20,80,active
X160-G084-63DB,sensor_interface_g084-63db,Legacy sealed sensor interface G084-63DB,24,-20,75,discontinued
X170-G084-63DB,sensor_interface_g084-63db,Logic-level sensor interface G084-63DB,5,-10,50,active
X180-G084-63DB,sensor_interface_g084-63db,Standard sensor interface G084-63DB,24,-20,80,active
R200-G084-63DB,power_relay_g084-63db,Standard power relay G084-63DB,24,-20,70,active
R210-G084-63DB,power_relay_g084-63db,Vibration-rated power relay G084-63DB,24,-40,85,active
C300-G084-63DB,connector_g084-63db,Five-volt keyed connector G084-63DB,5,-20,70,active
X100-G085-EE77,sensor_interface_g085-ee77,Field sensor interface G085-EE77,24,-20,80,active
X110-G085-EE77,sensor_interface_g085-ee77,Coated sensor interface G085-EE77,24,-30,85,active
X120-G085-EE77,sensor_interface_g085-ee77,Low-voltage sensor interface G085-EE77,12,-20,70,active
X130-G085-EE77,sensor_interface_g085-ee77,Indoor sensor interface G085-EE77,24,0,60,active
X140-G085-EE77,sensor_interface_g085-ee77,Extended-temperature interface G085-EE77,24,-40,105,active
X150-G085-EE77,sensor_interface_g085-ee77,High-voltage sensor interface G085-EE77,48,-20,80,active
X160-G085-EE77,sensor_interface_g085-ee77,Legacy sealed sensor interface G085-EE77,24,-20,75,discontinued
X170-G085-EE77,sensor_interface_g085-ee77,Logic-level sensor interface G085-EE77,5,-10,50,active
X180-G085-EE77,sensor_interface_g085-ee77,Standard sensor interface G085-EE77,24,-20,80,active
R200-G085-EE77,power_relay_g085-ee77,Standard power relay G085-EE77,24,-20,70,active
R210-G085-EE77,power_relay_g085-ee77,Vibration-rated power relay G085-EE77,24,-40,85,active
C300-G085-EE77,connector_g085-ee77,Five-volt keyed connector G085-EE77,5,-20,70,active
X100-G086-2DFE,sensor_interface_g086-2dfe,Field sensor interface G086-2DFE,24,-20,80,active
X110-G086-2DFE,sensor_interface_g086-2dfe,Coated sensor interface G086-2DFE,24,-30,85,active
X120-G086-2DFE,sensor_interface_g086-2dfe,Low-voltage sensor interface G086-2DFE,12,-20,70,active
X130-G086-2DFE,sensor_interface_g086-2dfe,Indoor sensor interface G086-2DFE,24,0,60,active
X140-G086-2DFE,sensor_interface_g086-2dfe,Extended-temperature interface G086-2DFE,24,-40,105,active
X150-G086-2DFE,sensor_interface_g086-2dfe,High-voltage sensor interface G086-2DFE,48,-20,80,active
X160-G086-2DFE,sensor_interface_g086-2dfe,Legacy sealed sensor interface G086-2DFE,24,-20,75,discontinued
X170-G086-2DFE,sensor_interface_g086-2dfe,Logic-level sensor interface G086-2DFE,5,-10,50,active
X180-G086-2DFE,sensor_interface_g086-2dfe,Standard sensor interface G086-2DFE,24,-20,80,active
R200-G086-2DFE,power_relay_g086-2dfe,Standard power relay G086-2DFE,24,-20,70,active
R210-G086-2DFE,power_relay_g086-2dfe,Vibration-rated power relay G086-2DFE,24,-40,85,active
C300-G086-2DFE,connector_g086-2dfe,Five-volt keyed connector G086-2DFE,5,-20,70,active
X100-G087-4074,sensor_interface_g087-4074,Field sensor interface G087-4074,24,-20,80,active
X110-G087-4074,sensor_interface_g087-4074,Coated sensor interface G087-4074,24,-30,85,active
X120-G087-4074,sensor_interface_g087-4074,Low-voltage sensor interface G087-4074,12,-20,70,active
X130-G087-4074,sensor_interface_g087-4074,Indoor sensor interface G087-4074,24,0,60,active
X140-G087-4074,sensor_interface_g087-4074,Extended-temperature interface G087-4074,24,-40,105,active
X150-G087-4074,sensor_interface_g087-4074,High-voltage sensor interface G087-4074,48,-20,80,active
X160-G087-4074,sensor_interface_g087-4074,Legacy sealed sensor interface G087-4074,24,-20,75,discontinued
X170-G087-4074,sensor_interface_g087-4074,Logic-level sensor interface G087-4074,5,-10,50,active
X180-G087-4074,sensor_interface_g087-4074,Standard sensor interface G087-4074,24,-20,80,active
R200-G087-4074,power_relay_g087-4074,Standard power relay G087-4074,24,-20,70,active
R210-G087-4074,power_relay_g087-4074,Vibration-rated power relay G087-4074,24,-40,85,active
C300-G087-4074,connector_g087-4074,Five-volt keyed connector G087-4074,5,-20,70,active
X100-G088-1776,sensor_interface_g088-1776,Field sensor interface G088-1776,24,-20,80,active
X110-G088-1776,sensor_interface_g088-1776,Coated sensor interface G088-1776,24,-30,85,active
X120-G088-1776,sensor_interface_g088-1776,Low-voltage sensor interface G088-1776,12,-20,70,active
X130-G088-1776,sensor_interface_g088-1776,Indoor sensor interface G088-1776,24,0,60,active
X140-G088-1776,sensor_interface_g088-1776,Extended-temperature interface G088-1776,24,-40,105,active
X150-G088-1776,sensor_interface_g088-1776,High-voltage sensor interface G088-1776,48,-20,80,active
X160-G088-1776,sensor_interface_g088-1776,Legacy sealed sensor interface G088-1776,24,-20,75,discontinued
X170-G088-1776,sensor_interface_g088-1776,Logic-level sensor interface G088-1776,5,-10,50,active
X180-G088-1776,sensor_interface_g088-1776,Standard sensor interface G088-1776,24,-20,80,active
R200-G088-1776,power_relay_g088-1776,Standard power relay G088-1776,24,-20,70,active
R210-G088-1776,power_relay_g088-1776,Vibration-rated power relay G088-1776,24,-40,85,active
C300-G088-1776,connector_g088-1776,Five-volt keyed connector G088-1776,5,-20,70,active
X100-G089-1440,sensor_interface_g089-1440,Field sensor interface G089-1440,24,-20,80,active
X110-G089-1440,sensor_interface_g089-1440,Coated sensor interface G089-1440,24,-30,85,active
X120-G089-1440,sensor_interface_g089-1440,Low-voltage sensor interface G089-1440,12,-20,70,active
X130-G089-1440,sensor_interface_g089-1440,Indoor sensor interface G089-1440,24,0,60,active
X140-G089-1440,sensor_interface_g089-1440,Extended-temperature interface G089-1440,24,-40,105,active
X150-G089-1440,sensor_interface_g089-1440,High-voltage sensor interface G089-1440,48,-20,80,active
X160-G089-1440,sensor_interface_g089-1440,Legacy sealed sensor interface G089-1440,24,-20,75,discontinued
X170-G089-1440,sensor_interface_g089-1440,Logic-level sensor interface G089-1440,5,-10,50,active
X180-G089-1440,sensor_interface_g089-1440,Standard sensor interface G089-1440,24,-20,80,active
R200-G089-1440,power_relay_g089-1440,Standard power relay G089-1440,24,-20,70,active
R210-G089-1440,power_relay_g089-1440,Vibration-rated power relay G089-1440,24,-40,85,active
C300-G089-1440,connector_g089-1440,Five-volt keyed connector G089-1440,5,-20,70,active
X100-G090-393A,sensor_interface_g090-393a,Field sensor interface G090-393A,24,-20,80,active
X110-G090-393A,sensor_interface_g090-393a,Coated sensor interface G090-393A,24,-30,85,active
X120-G090-393A,sensor_interface_g090-393a,Low-voltage sensor interface G090-393A,12,-20,70,active
X130-G090-393A,sensor_interface_g090-393a,Indoor sensor interface G090-393A,24,0,60,active
X140-G090-393A,sensor_interface_g090-393a,Extended-temperature interface G090-393A,24,-40,105,active
X150-G090-393A,sensor_interface_g090-393a,High-voltage sensor interface G090-393A,48,-20,80,active
X160-G090-393A,sensor_interface_g090-393a,Legacy sealed sensor interface G090-393A,24,-20,75,discontinued
X170-G090-393A,sensor_interface_g090-393a,Logic-level sensor interface G090-393A,5,-10,50,active
X180-G090-393A,sensor_interface_g090-393a,Standard sensor interface G090-393A,24,-20,80,active
R200-G090-393A,power_relay_g090-393a,Standard power relay G090-393A,24,-20,70,active
R210-G090-393A,power_relay_g090-393a,Vibration-rated power relay G090-393A,24,-40,85,active
C300-G090-393A,connector_g090-393a,Five-volt keyed connector G090-393A,5,-20,70,active
X100-G091-3255,sensor_interface_g091-3255,Field sensor interface G091-3255,24,-20,80,active
X110-G091-3255,sensor_interface_g091-3255,Coated sensor interface G091-3255,24,-30,85,active
X120-G091-3255,sensor_interface_g091-3255,Low-voltage sensor interface G091-3255,12,-20,70,active
X130-G091-3255,sensor_interface_g091-3255,Indoor sensor interface G091-3255,24,0,60,active
X140-G091-3255,sensor_interface_g091-3255,Extended-temperature interface G091-3255,24,-40,105,active
X150-G091-3255,sensor_interface_g091-3255,High-voltage sensor interface G091-3255,48,-20,80,active
X160-G091-3255,sensor_interface_g091-3255,Legacy sealed sensor interface G091-3255,24,-20,75,discontinued
X170-G091-3255,sensor_interface_g091-3255,Logic-level sensor interface G091-3255,5,-10,50,active
X180-G091-3255,sensor_interface_g091-3255,Standard sensor interface G091-3255,24,-20,80,active
R200-G091-3255,power_relay_g091-3255,Standard power relay G091-3255,24,-20,70,active
R210-G091-3255,power_relay_g091-3255,Vibration-rated power relay G091-3255,24,-40,85,active
C300-G091-3255,connector_g091-3255,Five-volt keyed connector G091-3255,5,-20,70,active
X100-G092-9041,sensor_interface_g092-9041,Field sensor interface G092-9041,24,-20,80,active
X110-G092-9041,sensor_interface_g092-9041,Coated sensor interface G092-9041,24,-30,85,active
X120-G092-9041,sensor_interface_g092-9041,Low-voltage sensor interface G092-9041,12,-20,70,active
X130-G092-9041,sensor_interface_g092-9041,Indoor sensor interface G092-9041,24,0,60,active
X140-G092-9041,sensor_interface_g092-9041,Extended-temperature interface G092-9041,24,-40,105,active
X150-G092-9041,sensor_interface_g092-9041,High-voltage sensor interface G092-9041,48,-20,80,active
X160-G092-9041,sensor_interface_g092-9041,Legacy sealed sensor interface G092-9041,24,-20,75,discontinued
X170-G092-9041,sensor_interface_g092-9041,Logic-level sensor interface G092-9041,5,-10,50,active
X180-G092-9041,sensor_interface_g092-9041,Standard sensor interface G092-9041,24,-20,80,active
R200-G092-9041,power_relay_g092-9041,Standard power relay G092-9041,24,-20,70,active
R210-G092-9041,power_relay_g092-9041,Vibration-rated power relay G092-9041,24,-40,85,active
C300-G092-9041,connector_g092-9041,Five-volt keyed connector G092-9041,5,-20,70,active
X100-G093-199C,sensor_interface_g093-199c,Field sensor interface G093-199C,24,-20,80,active
X110-G093-199C,sensor_interface_g093-199c,Coated sensor interface G093-199C,24,-30,85,active
X120-G093-199C,sensor_interface_g093-199c,Low-voltage sensor interface G093-199C,12,-20,70,active
X130-G093-199C,sensor_interface_g093-199c,Indoor sensor interface G093-199C,24,0,60,active
X140-G093-199C,sensor_interface_g093-199c,Extended-temperature interface G093-199C,24,-40,105,active
X150-G093-199C,sensor_interface_g093-199c,High-voltage sensor interface G093-199C,48,-20,80,active
X160-G093-199C,sensor_interface_g093-199c,Legacy sealed sensor interface G093-199C,24,-20,75,discontinued
X170-G093-199C,sensor_interface_g093-199c,Logic-level sensor interface G093-199C,5,-10,50,active
X180-G093-199C,sensor_interface_g093-199c,Standard sensor interface G093-199C,24,-20,80,active
R200-G093-199C,power_relay_g093-199c,Standard power relay G093-199C,24,-20,70,active
R210-G093-199C,power_relay_g093-199c,Vibration-rated power relay G093-199C,24,-40,85,active
C300-G093-199C,connector_g093-199c,Five-volt keyed connector G093-199C,5,-20,70,active
X100-G094-80AD,sensor_interface_g094-80ad,Field sensor interface G094-80AD,24,-20,80,active
X110-G094-80AD,sensor_interface_g094-80ad,Coated sensor interface G094-80AD,24,-30,85,active
X120-G094-80AD,sensor_interface_g094-80ad,Low-voltage sensor interface G094-80AD,12,-20,70,active
X130-G094-80AD,sensor_interface_g094-80ad,Indoor sensor interface G094-80AD,24,0,60,active
X140-G094-80AD,sensor_interface_g094-80ad,Extended-temperature interface G094-80AD,24,-40,105,active
X150-G094-80AD,sensor_interface_g094-80ad,High-voltage sensor interface G094-80AD,48,-20,80,active
X160-G094-80AD,sensor_interface_g094-80ad,Legacy sealed sensor interface G094-80AD,24,-20,75,discontinued
X170-G094-80AD,sensor_interface_g094-80ad,Logic-level sensor interface G094-80AD,5,-10,50,active
X180-G094-80AD,sensor_interface_g094-80ad,Standard sensor interface G094-80AD,24,-20,80,active
R200-G094-80AD,power_relay_g094-80ad,Standard power relay G094-80AD,24,-20,70,active
R210-G094-80AD,power_relay_g094-80ad,Vibration-rated power relay G094-80AD,24,-40,85,active
C300-G094-80AD,connector_g094-80ad,Five-volt keyed connector G094-80AD,5,-20,70,active
X100-G095-15E7,sensor_interface_g095-15e7,Field sensor interface G095-15E7,24,-20,80,active
X110-G095-15E7,sensor_interface_g095-15e7,Coated sensor interface G095-15E7,24,-30,85,active
X120-G095-15E7,sensor_interface_g095-15e7,Low-voltage sensor interface G095-15E7,12,-20,70,active
X130-G095-15E7,sensor_interface_g095-15e7,Indoor sensor interface G095-15E7,24,0,60,active
X140-G095-15E7,sensor_interface_g095-15e7,Extended-temperature interface G095-15E7,24,-40,105,active
X150-G095-15E7,sensor_interface_g095-15e7,High-voltage sensor interface G095-15E7,48,-20,80,active
X160-G095-15E7,sensor_interface_g095-15e7,Legacy sealed sensor interface G095-15E7,24,-20,75,discontinued
X170-G095-15E7,sensor_interface_g095-15e7,Logic-level sensor interface G095-15E7,5,-10,50,active
X180-G095-15E7,sensor_interface_g095-15e7,Standard sensor interface G095-15E7,24,-20,80,active
R200-G095-15E7,power_relay_g095-15e7,Standard power relay G095-15E7,24,-20,70,active
R210-G095-15E7,power_relay_g095-15e7,Vibration-rated power relay G095-15E7,24,-40,85,active
C300-G095-15E7,connector_g095-15e7,Five-volt keyed connector G095-15E7,5,-20,70,active
X100-G096-CBFE,sensor_interface_g096-cbfe,Field sensor interface G096-CBFE,24,-20,80,active
